Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Spreadsheet: VOT,Spreadsheet: center,Spreadsheet: block,Spreadsheet: label,Spreadsheet: session,Spreadsheet: stage,Spreadsheet: progress_bar,Spreadsheet: word_display,Spreadsheet: trial_type,Spreadsheet: list_LSQ_variant,Spreadsheet: blockID,Spreadsheet: mean,Spreadsheet: sd,Spreadsheet: option_setup,Spreadsheet: token_category,Store: target
44,1784152864434,15/07/2026 22:01:04,1784152864434,-7,15/07/2026 15:01:04,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,1,preparation buffer,Screen 2,h3fw5o,2,timedOut,,,5000.460000000006,5000,5000.460000000006,5000.460000000006,5000,5000.460000000006,1,0,0,,Time Limit,screen,0,screen,preparation buffer,,,,,t,d,,,,,,,,,,,,,,,,,,,,
45,1784152864936,15/07/2026 22:01:04,1784152864936,-7,15/07/2026 15:01:04,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,1,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_65.wav,,,till,dill,,,,,65,,1,,,,234,,test,,T1,,,d-right,,
46,1784152865435,15/07/2026 22:01:05,1784152865435,-7,15/07/2026 15:01:05,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,1,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_65.wav,,,till,dill,,,,,65,,1,,,,234,,test,,T1,,,d-right,,
47,1784152865442,15/07/2026 22:01:05,1784152865442,-7,15/07/2026 15:01:05,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,1,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,9.460000000006403,0,9.460000000006403,9.460000000006403,0,9.460000000006403,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_65.wav,,,till,dill,,,,,65,,1,,,,234,,test,,T1,,,d-right,,
48,1784152865827,15/07/2026 22:01:05,1784152865827,-7,15/07/2026 15:01:05,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,1,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,393.4600000000064,383.320000000007,393.4600000000064,393.4600000000064,383.320000000007,393.4600000000064,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_65.wav,,,till,dill,,,,,65,,1,,,,234,,test,,T1,,,d-right,,
49,1784152865828,15/07/2026 22:01:05,1784152865828,-7,15/07/2026 15:01:05,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,1,phonetic categorization,soundplay,x8jhtp,3,continue,,,396.4600000000064,383.320000000007,396.4600000000064,396.4600000000064,383.320000000007,396.4600000000064,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_65.wav,,,till,dill,,,,,65,,1,,,,234,,test,,T1,,,d-right,,
50,1784152867059,15/07/2026 22:01:07,1784152867059,-7,15/07/2026 15:01:07,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,1,phonetic categorization,2AFC,6i7z8o,4,response,till,,1242.1399999999994,1233.3399999999965,1242.1399999999994,1242.1399999999994,1233.3399999999965,1242.1399999999994,0,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,dill,dill_65.wav,,,till,dill,,,,,65,,1,,,,234,,test,,T1,,,d-right,,
51,1784152868253,15/07/2026 22:01:08,1784152868253,-7,15/07/2026 15:01:08,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,1,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.800000000003,1200,1203.800000000003,1203.800000000003,1200,1203.800000000003,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_65.wav,,,till,dill,,,,,65,,1,,,,234,,test,,T1,,,d-right,,
52,1784152868750,15/07/2026 22:01:08,1784152868750,-7,15/07/2026 15:01:08,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,2,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_30.wav,,,till,dill,,,,,30,,1,,,,234,,test,,T1,,,d-right,,
53,1784152869252,15/07/2026 22:01:09,1784152869252,-7,15/07/2026 15:01:09,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,2,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_30.wav,,,till,dill,,,,,30,,1,,,,234,,test,,T1,,,d-right,,
54,1784152869259,15/07/2026 22:01:09,1784152869259,-7,15/07/2026 15:01:09,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,2,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,9.80000000000291,0,9.80000000000291,9.80000000000291,0,9.80000000000291,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_30.wav,,,till,dill,,,,,30,,1,,,,234,,test,,T1,,,d-right,,
55,1784152869620,15/07/2026 22:01:09,1784152869620,-7,15/07/2026 15:01:09,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,2,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,369.8000000000029,366.6600000000035,369.8000000000029,369.8000000000029,366.6600000000035,369.8000000000029,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_30.wav,,,till,dill,,,,,30,,1,,,,234,,test,,T1,,,d-right,,
56,1784152869624,15/07/2026 22:01:09,1784152869624,-7,15/07/2026 15:01:09,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,2,phonetic categorization,soundplay,x8jhtp,3,continue,,,375.8000000000029,366.6600000000035,375.8000000000029,375.8000000000029,366.6600000000035,375.8000000000029,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_30.wav,,,till,dill,,,,,30,,1,,,,234,,test,,T1,,,d-right,,
57,1784152870046,15/07/2026 22:01:10,1784152870046,-7,15/07/2026 15:01:10,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,2,phonetic categorization,2AFC,6i7z8o,4,response,dill,,430.1399999999994,416.679999999993,430.1399999999994,430.1399999999994,416.679999999993,430.1399999999994,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,dill,dill_30.wav,,,till,dill,,,,,30,,1,,,,234,,test,,T1,,,d-right,,
58,1784152871235,15/07/2026 22:01:11,1784152871235,-7,15/07/2026 15:01:11,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,2,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.4600000000064,1200,1203.4600000000064,1203.4600000000064,1200,1203.4600000000064,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_30.wav,,,till,dill,,,,,30,,1,,,,234,,test,,T1,,,d-right,,
59,1784152871736,15/07/2026 22:01:11,1784152871736,-7,15/07/2026 15:01:11,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,3,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_15.wav,,,tip,dip,,,,,15,,1,,,,234,,test,,T1,,,d-right,,
60,1784152872233,15/07/2026 22:01:12,1784152872233,-7,15/07/2026 15:01:12,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,3,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_15.wav,,,tip,dip,,,,,15,,1,,,,234,,test,,T1,,,d-right,,
61,1784152872238,15/07/2026 22:01:12,1784152872238,-7,15/07/2026 15:01:12,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,3,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,5.460000000006403,0,5.460000000006403,5.460000000006403,0,5.460000000006403,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_15.wav,,,tip,dip,,,,,15,,1,,,,234,,test,,T1,,,d-right,,
62,1784152872644,15/07/2026 22:01:12,1784152872644,-7,15/07/2026 15:01:12,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,3,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,411.4600000000064,400,411.4600000000064,411.4600000000064,400,411.4600000000064,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_15.wav,,,tip,dip,,,,,15,,1,,,,234,,test,,T1,,,d-right,,
63,1784152872646,15/07/2026 22:01:12,1784152872646,-7,15/07/2026 15:01:12,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,3,phonetic categorization,soundplay,x8jhtp,3,continue,,,412.4600000000064,400,412.4600000000064,412.4600000000064,400,412.4600000000064,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_15.wav,,,tip,dip,,,,,15,,1,,,,234,,test,,T1,,,d-right,,
64,1784152872945,15/07/2026 22:01:12,1784152872945,-7,15/07/2026 15:01:12,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,3,phonetic categorization,2AFC,6i7z8o,4,response,dip,,313.4600000000064,300,313.4600000000064,313.4600000000064,300,313.4600000000064,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,dip,dip_15.wav,,,tip,dip,,,,,15,,1,,,,234,,test,,T1,,,d-right,,
65,1784152874139,15/07/2026 22:01:14,1784152874139,-7,15/07/2026 15:01:14,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,3,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1205.4600000000064,1200,1205.4600000000064,1205.4600000000064,1200,1205.4600000000064,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_15.wav,,,tip,dip,,,,,15,,1,,,,234,,test,,T1,,,d-right,,
66,1784152874636,15/07/2026 22:01:14,1784152874636,-7,15/07/2026 15:01:14,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,4,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_50.wav,,,till,dill,,,,,50,,1,,,,234,,test,,T1,,,d-right,,
67,1784152875138,15/07/2026 22:01:15,1784152875138,-7,15/07/2026 15:01:15,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,4,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_50.wav,,,till,dill,,,,,50,,1,,,,234,,test,,T1,,,d-right,,
68,1784152875143,15/07/2026 22:01:15,1784152875143,-7,15/07/2026 15:01:15,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,4,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,10.460000000006403,0,10.460000000006403,10.460000000006403,0,10.460000000006403,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_50.wav,,,till,dill,,,,,50,,1,,,,234,,test,,T1,,,d-right,,
69,1784152875514,15/07/2026 22:01:15,1784152875514,-7,15/07/2026 15:01:15,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,4,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,380.4600000000064,366.6600000000035,380.4600000000064,380.4600000000064,366.6600000000035,380.4600000000064,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_50.wav,,,till,dill,,,,,50,,1,,,,234,,test,,T1,,,d-right,,
70,1784152875515,15/07/2026 22:01:15,1784152875515,-7,15/07/2026 15:01:15,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,4,phonetic categorization,soundplay,x8jhtp,3,continue,,,382.4600000000064,366.6600000000035,382.4600000000064,382.4600000000064,366.6600000000035,382.4600000000064,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_50.wav,,,till,dill,,,,,50,,1,,,,234,,test,,T1,,,d-right,,
71,1784152876158,15/07/2026 22:01:16,1784152876158,-7,15/07/2026 15:01:16,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,4,phonetic categorization,2AFC,6i7z8o,4,response,dill,,657.8000000000029,650,657.8000000000029,657.8000000000029,650,657.8000000000029,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,dill,dill_50.wav,,,till,dill,,,,,50,,1,,,,234,,test,,T1,,,d-right,,
72,1784152877353,15/07/2026 22:01:17,1784152877353,-7,15/07/2026 15:01:17,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,4,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1202.800000000003,1200,1202.800000000003,1202.800000000003,1200,1202.800000000003,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_50.wav,,,till,dill,,,,,50,,1,,,,234,,test,,T1,,,d-right,,
73,1784152877852,15/07/2026 22:01:17,1784152877852,-7,15/07/2026 15:01:17,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,5,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_-5.wav,,,tin,din,,,,,-5,,1,,,,234,,test,,T1,,,d-right,,
74,1784152878350,15/07/2026 22:01:18,1784152878350,-7,15/07/2026 15:01:18,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,5,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_-5.wav,,,tin,din,,,,,-5,,1,,,,234,,test,,T1,,,d-right,,
75,1784152878357,15/07/2026 22:01:18,1784152878357,-7,15/07/2026 15:01:18,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,5,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,7.80000000000291,0,7.80000000000291,7.80000000000291,0,7.80000000000291,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_-5.wav,,,tin,din,,,,,-5,,1,,,,234,,test,,T1,,,d-right,,
76,1784152878691,15/07/2026 22:01:18,1784152878691,-7,15/07/2026 15:01:18,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,5,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,340.8000000000029,333.3000000000029,340.8000000000029,340.8000000000029,333.3000000000029,340.8000000000029,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_-5.wav,,,tin,din,,,,,-5,,1,,,,234,,test,,T1,,,d-right,,
77,1784152878692,15/07/2026 22:01:18,1784152878692,-7,15/07/2026 15:01:18,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,5,phonetic categorization,soundplay,x8jhtp,3,continue,,,342.8000000000029,333.3000000000029,342.8000000000029,342.8000000000029,333.3000000000029,342.8000000000029,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_-5.wav,,,tin,din,,,,,-5,,1,,,,234,,test,,T1,,,d-right,,
78,1784152879230,15/07/2026 22:01:19,1784152879230,-7,15/07/2026 15:01:19,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,5,phonetic categorization,2AFC,6i7z8o,4,response,din,,546.5,533.3600000000006,546.5,546.5,533.3600000000006,546.5,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,din,din_-5.wav,,,tin,din,,,,,-5,,1,,,,234,,test,,T1,,,d-right,,
79,1784152880419,15/07/2026 22:01:20,1784152880419,-7,15/07/2026 15:01:20,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,5,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.1399999999994,1200,1203.1399999999994,1203.1399999999994,1200,1203.1399999999994,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_-5.wav,,,tin,din,,,,,-5,,1,,,,234,,test,,T1,,,d-right,,
80,1784152880920,15/07/2026 22:01:20,1784152880920,-7,15/07/2026 15:01:20,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,6,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_25.wav,,,tin,din,,,,,25,,1,,,,234,,test,,T1,,,d-right,,
81,1784152881418,15/07/2026 22:01:21,1784152881418,-7,15/07/2026 15:01:21,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,6,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_25.wav,,,tin,din,,,,,25,,1,,,,234,,test,,T1,,,d-right,,
82,1784152881425,15/07/2026 22:01:21,1784152881425,-7,15/07/2026 15:01:21,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,6,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,9.139999999999418,0,9.139999999999418,9.139999999999418,0,9.139999999999418,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_25.wav,,,tin,din,,,,,25,,1,,,,234,,test,,T1,,,d-right,,
